Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Customer Status,Churn Category,Churn Reason,Prediction Probability,Predicted Label,Avatar,Tech Support
2215-ZAFGX,Male,35,No,0,La Mesa,91942.0,32.782501,-117.01611,0,9,Offer E,Yes,11.5,Yes,Yes,Fiber Optic,14.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.5,791.7,0.0,0.0,Stayed,Client currently in the company,.,0.5629,Churned,https://picsum.photos/150/150?random=49,
2219-MVUSO,Male,59,No,0,Los Angeles,90028.0,34.099869,-118.326843,0,8,,Yes,35.53,No,Yes,Cable,5.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45.15,438.4,0.0,0.0,Churned,Other,Don't know,0.7596,Stayed,https://picsum.photos/150/150?random=485,
2220-IAHLS,Female,49,No,0,Modesto,95356.0,37.716186,-121.025836,0,1,,Yes,2.85,No,No,,0.0,No,,,,,,,,Month-to-Month,No,Credit Card,19.4,19.4,0.0,0.0,Joined,Client currently in the company,.,0.7946,Stayed,https://picsum.photos/150/150?random=331,
2223-GDSHL,Male,41,Yes,1,Fountain Valley,92708.0,33.712036,-117.950113,5,71,Offer A,Yes,26.38,Yes,Yes,Fiber Optic,18.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,116.05,8297.5,42.57,110.0,Stayed,Client currently in the company,.,0.9821,Stayed,https://picsum.photos/150/150?random=136,
2223-KAGMX,Female,47,No,0,Santa Rosa,95409.0,38.468893,-122.580539,0,15,Offer D,Yes,33.14,No,No,,0.0,No,,,,,,,,Month-to-Month,No,Bank Withdrawal,19.4,289.3,0.0,0.0,Churned,Price,Long distance charges,0.8458,Stayed,https://picsum.photos/150/150?random=943,
2225-ZRGSG,Female,38,Yes,0,Piru,93040.0,34.432843,-118.730106,1,70,Offer A,Yes,5.48,Yes,Yes,Fiber Optic,14.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,93.9,6579.05,0.0,0.0,Churned,Price,Long distance charges,0.8609,Stayed,https://picsum.photos/150/150?random=210,
2226-ICFDO,Female,39,Yes,0,Covelo,95428.0,39.83307,-123.178765,9,72,,Yes,10.87,Yes,Yes,DSL,24.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,85.9,6110.75,0.0,0.0,Stayed,Client currently in the company,.,0.9887,Stayed,https://picsum.photos/150/150?random=979,
2227-JRSJX,Female,22,No,0,Monterey Park,91754.0,34.050322,-118.147037,0,21,Offer D,Yes,6.12,No,Yes,Fiber Optic,51.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.15,1956.4,0.0,0.0,Stayed,Client currently in the company,.,0.5247,Churned,https://picsum.photos/150/150?random=629,
2228-BZDEE,Female,45,No,0,Pleasanton,94566.0,37.633361,-121.862395,0,54,Offer B,Yes,26.25,No,No,,0.0,No,,,,,,,,Two Year,No,Credit Card,20.1,1079.45,0.0,0.0,Stayed,Client currently in the company,.,0.9829,Stayed,https://picsum.photos/150/150?random=919,
2229-DPMBI,Female,19,Yes,2,Blairsden Graeagle,96103.0,39.783747,-120.661032,10,8,,Yes,13.21,No,No,,0.0,No,,,,,,,,Two Year,No,Credit Card,19.5,162.15,0.0,0.0,Stayed,Client currently in the company,.,0.9952,Stayed,https://picsum.photos/150/150?random=636,
2229-VWQJH,Female,34,No,0,Homewood,96141.0,39.117018,-120.212535,0,24,,Yes,4.82,No,Yes,DSL,16.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,49.3,1233.25,0.0,0.0,Stayed,Client currently in the company,.,0.8147,Stayed,https://picsum.photos/150/150?random=56,
2230-XTUWL,Female,20,Yes,2,Madera,93637.0,36.902954,-120.194274,3,48,Offer B,Yes,13.26,No,No,,0.0,No,,,,,,,,Two Year,No,Credit Card,19.55,883.35,0.0,0.0,Stayed,Client currently in the company,.,0.9939,Stayed,https://picsum.photos/150/150?random=855,
2232-DMLXU,Female,22,Yes,0,Van Nuys,91411.0,34.17847,-118.459472,0,1,,Yes,35.6,No,Yes,DSL,58.0,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,No,Credit Card,55.2,55.2,0.0,0.0,Churned,Dissatisfaction,Poor expertise of online support,0.7112,Churned,https://picsum.photos/150/150?random=164,
2233-FAGXV,Female,41,Yes,3,Salton City,92275.0,33.28156,-115.955541,6,5,,Yes,6.7,Yes,No,,0.0,No,,,,,,,,Month-to-Month,Yes,Credit Card,24.3,132.25,0.0,0.0,Stayed,Client currently in the company,.,0.9667,Stayed,https://picsum.photos/150/150?random=499,
2233-TXSIU,Male,20,Yes,2,Grass Valley,95945.0,39.194539,-120.988066,1,17,,No,0.0,No,Yes,DSL,52.0,Yes,No,Yes,No,Yes,No,No,Yes,One Year,No,Credit Card,44.45,792.15,0.0,0.0,Stayed,Client currently in the company,.,0.9557,Stayed,https://picsum.photos/150/150?random=191,
2234-EOFPT,Male,48,Yes,0,Santa Ana,92701.0,33.748478,-117.858918,2,72,,Yes,29.8,No,Yes,DSL,14.0,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,79.35,5753.25,0.0,40.0,Stayed,Client currently in the company,.,0.981,Stayed,https://picsum.photos/150/150?random=400,
2234-XADUH,Female,30,Yes,2,Amboy,92304.0,34.559882,-115.637164,4,72,,Yes,29.66,Yes,Yes,Fiber Optic,59.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,103.2,7362.9,45.38,0.0,Stayed,Client currently in the company,.,0.9677,Stayed,https://picsum.photos/150/150?random=424,
2235-DWLJU,Female,75,No,0,Thousand Palms,92276.0,33.849263,-116.382778,0,6,,No,0.0,No,Yes,DSL,24.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,44.4,263.05,0.0,0.0,Stayed,Client currently in the company,.,0.6935,Churned,https://picsum.photos/150/150?random=29,
2235-EZAIK,Female,21,Yes,0,Badger,93603.0,36.64545,-118.924982,9,72,Offer A,Yes,22.41,Yes,Yes,DSL,59.0,Yes,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Credit Card,-4.0,5401.9,0.0,20.0,Stayed,Client currently in the company,.,0.9915,Stayed,https://picsum.photos/150/150?random=345,
2235-ZGKPT,Female,36,Yes,1,Los Angeles,90062.0,34.003553,-118.308933,1,4,,Yes,12.88,Yes,Yes,Cable,22.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.85,239.55,0.0,0.0,Churned,Dissatisfaction,Product dissatisfaction,0.7107,Stayed,https://picsum.photos/150/150?random=645,
2236-HILPA,Male,55,Yes,2,Hayward,94544.0,37.639215,-122.037554,9,62,Offer B,Yes,11.15,No,No,,0.0,No,,,,,,,,Two Year,No,Credit Card,20.65,1218.45,0.0,0.0,Stayed,Client currently in the company,.,0.9951,Stayed,https://picsum.photos/150/150?random=188,
2237-ZFSMY,Female,29,No,0,Riverdale,93656.0,36.452211,-119.94575,0,39,Offer C,Yes,4.48,No,Yes,Fiber Optic,71.0,Yes,No,Yes,Yes,Yes,No,Yes,Yes,One Year,Yes,Bank Withdrawal,95.55,3692.85,0.0,0.0,Churned,Attitude,Attitude of service provider,0.8866,Stayed,https://picsum.photos/150/150?random=389,
2239-CFOUJ,Male,27,Yes,2,Trinidad,95570.0,41.162295,-124.027381,3,1,,Yes,27.5,No,No,,0.0,No,,,,,,,,One Year,No,Credit Card,20.4,20.4,0.0,0.0,Joined,Client currently in the company,.,0.964,Stayed,https://picsum.photos/150/150?random=829,
2239-CGBUZ,Female,56,Yes,0,West Covina,91791.0,34.061634,-117.893169,4,51,Offer B,Yes,47.18,No,Yes,Cable,12.0,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,60.5,3145.15,0.0,0.0,Stayed,Client currently in the company,.,0.9631,Stayed,https://picsum.photos/150/150?random=744,
2239-JALAW,Male,20,No,0,Escondido,92027.0,33.141265,-116.967221,0,58,Offer B,Yes,44.5,Yes,Yes,Fiber Optic,47.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.25,6017.65,0.0,0.0,Churned,Competitor,Competitor made better offer,0.7056,Stayed,https://picsum.photos/150/150?random=829,
2240-HSJQD,Male,44,No,2,La Mesa,91942.0,32.782501,-117.01611,0,38,,Yes,1.27,Yes,Yes,Fiber Optic,13.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,81.85,3141.7,0.0,0.0,Stayed,Client currently in the company,.,0.8693,Stayed,https://picsum.photos/150/150?random=972,
2242-MFOTG,Male,29,No,0,Poway,92064.0,32.984395,-117.013454,0,33,,Yes,25.71,Yes,Yes,Fiber Optic,48.0,Yes,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,80.1,2603.3,0.0,0.0,Stayed,Client currently in the company,.,0.8888,Stayed,https://picsum.photos/150/150?random=328,
2243-FNMMI,Male,20,No,0,Torrance,90501.0,33.833699,-118.314387,0,20,Offer D,Yes,31.02,No,No,,0.0,No,,,,,,,,Month-to-Month,No,Credit Card,19.4,415.4,0.0,0.0,Stayed,Client currently in the company,.,0.9288,Stayed,https://picsum.photos/150/150?random=759,
2245-ADZFJ,Female,58,Yes,0,Castella,96017.0,41.121108,-122.336613,9,31,Offer C,Yes,28.52,Yes,Yes,DSL,2.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,80.55,2471.6,0.0,0.0,Stayed,Client currently in the company,.,0.9878,Stayed,https://picsum.photos/150/150?random=138,
2249-YPRNG,Female,57,Yes,0,The Sea Ranch,95497.0,38.696659,-123.436861,3,20,,Yes,28.79,Yes,Yes,Fiber Optic,16.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.85,2239.65,0.0,0.0,Churned,Dissatisfaction,Service dissatisfaction,0.6012,Stayed,https://picsum.photos/150/150?random=208,
2250-IVBWA,Male,47,Yes,2,San Jose,95112.0,37.343827,-121.883119,4,64,,Yes,49.49,No,Yes,Fiber Optic,12.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,81.05,5135.35,0.0,0.0,Stayed,Client currently in the company,.,0.9479,Stayed,https://picsum.photos/150/150?random=669,
2251-PYLPB,Male,34,Yes,0,Big Bear Lake,92315.0,34.242058,-116.89802,3,72,Offer A,Yes,45.05,Yes,Yes,Cable,9.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,79.55,5810.9,0.0,0.0,Stayed,Client currently in the company,.,0.9864,Stayed,https://picsum.photos/150/150?random=579,
2252-ISRNH,Male,22,Yes,3,Covelo,95428.0,39.83307,-123.178765,9,9,Offer E,Yes,30.46,Yes,Yes,Fiber Optic,82.0,No,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,-10.0,767.9,0.0,0.0,Stayed,Client currently in the company,.,0.9922,Stayed,https://picsum.photos/150/150?random=69,
2252-JHJGE,Male,24,No,0,Sun Valley,91352.0,34.231053,-118.338307,0,61,Offer B,Yes,45.69,Yes,Yes,Fiber Optic,48.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,104.0,6363.45,0.0,0.0,Stayed,Client currently in the company,.,0.7994,Stayed,https://picsum.photos/150/150?random=910,
2252-NKNSI,Male,63,No,0,Salinas,93905.0,36.667794,-121.601306,0,52,,Yes,32.02,Yes,Yes,DSL,28.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,85.15,4461.85,0.0,0.0,Stayed,Client currently in the company,.,0.9678,Stayed,https://picsum.photos/150/150?random=398,
2253-KPMNB,Female,29,Yes,2,Live Oak,95953.0,39.258746,-121.77697,10,69,,No,0.0,No,Yes,DSL,69.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,46.25,3121.4,0.0,0.0,Stayed,Client currently in the company,.,0.9926,Stayed,https://picsum.photos/150/150?random=876,
2254-DLXRI,Female,33,No,0,Burbank,91504.0,34.213049,-118.317651,0,1,Offer E,Yes,18.0,Yes,Yes,Fiber Optic,23.0,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,79.15,79.15,0.0,60.0,Joined,Client currently in the company,.,0.5846,Churned,https://picsum.photos/150/150?random=758,
2256-YLYLP,Male,45,Yes,1,Cypress,90630.0,33.818477,-118.038307,4,68,,Yes,34.13,No,Yes,DSL,25.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,72.95,4953.25,0.0,0.0,Stayed,Client currently in the company,.,0.9897,Stayed,https://picsum.photos/150/150?random=706,
2257-BOVXD,Male,48,Yes,0,Tahoe City,96145.0,39.178337,-120.162806,3,14,,Yes,22.14,Yes,Yes,DSL,11.0,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,66.6,979.5,0.0,0.0,Stayed,Client currently in the company,.,0.8721,Stayed,https://picsum.photos/150/150?random=68,
2259-OUUSZ,Male,28,No,0,San Diego,92106.0,32.71346,-117.236378,0,7,Offer E,No,0.0,No,Yes,DSL,48.0,No,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,35.5,249.55,0.0,0.0,Stayed,Client currently in the company,.,0.903,Stayed,https://picsum.photos/150/150?random=700,
2260-USTRB,Female,75,No,0,Campo,91906.0,32.673483,-116.472863,0,2,,Yes,9.55,No,Yes,Fiber Optic,28.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.2,115.95,0.0,0.0,Churned,Competitor,Competitor offered more data,0.8119,Churned,https://picsum.photos/150/150?random=944,
2262-SLNVK,Female,53,No,0,Birds Landing,94512.0,38.140719,-121.838298,0,1,,Yes,1.15,No,Yes,Fiber Optic,23.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.1,70.1,0.0,0.0,Joined,Client currently in the company,.,0.7558,Churned,https://picsum.photos/150/150?random=924,
2263-SFSQZ,Male,46,Yes,2,San Jose,95138.0,37.246064,-121.749494,7,51,,Yes,16.85,Yes,No,,0.0,No,,,,,,,,Two Year,Yes,Credit Card,24.95,1222.25,0.0,0.0,Stayed,Client currently in the company,.,0.9951,Stayed,https://picsum.photos/150/150?random=142,
2265-CYWIV,Female,68,Yes,0,Hickman,95323.0,37.605926,-120.69955,1,4,,Yes,18.91,Yes,Yes,Fiber Optic,20.0,Yes,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.6,347.65,25.79,0.0,Churned,Dissatisfaction,Network reliability,0.9546,Churned,https://picsum.photos/150/150?random=453,
2266-FUBDZ,Male,19,Yes,3,San Francisco,94115.0,37.786031,-122.437301,2,15,,Yes,46.47,No,No,,0.0,No,,,,,,,,Two Year,No,Credit Card,19.35,278.85,0.0,0.0,Stayed,Client currently in the company,.,0.9923,Stayed,https://picsum.photos/150/150?random=856,
2266-SJNAT,Female,21,Yes,0,Temecula,92592.0,33.507255,-117.029473,2,72,Offer A,Yes,11.85,Yes,Yes,Fiber Optic,82.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,109.15,7789.6,0.0,0.0,Stayed,Client currently in the company,.,0.863,Stayed,https://picsum.photos/150/150?random=655,
2267-FPIMA,Male,27,Yes,0,San Carlos,94070.0,37.497915,-122.267361,1,50,Offer B,Yes,17.58,Yes,Yes,Fiber Optic,47.0,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,94.4,4914.9,0.0,0.0,Stayed,Client currently in the company,.,0.5629,Churned,https://picsum.photos/150/150?random=447,
2267-WTPYD,Female,77,Yes,0,Granada Hills,91344.0,34.291273,-118.505104,1,57,,Yes,23.05,Yes,Yes,Fiber Optic,30.0,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,No,Credit Card,94.0,5438.95,0.0,0.0,Stayed,Client currently in the company,.,0.7539,Churned,https://picsum.photos/150/150?random=466,
2270-CHBFN,Female,46,Yes,0,Ventura,93004.0,34.278697,-119.167798,10,44,Offer B,Yes,32.72,Yes,Yes,Fiber Optic,6.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,95.1,4060.55,0.0,0.0,Stayed,Client currently in the company,.,0.9608,Stayed,https://picsum.photos/150/150?random=523,
2272-JKMSI,Female,42,Yes,3,Roseville,95661.0,38.736685,-121.251984,5,62,Offer B,Yes,13.25,Yes,Yes,Fiber Optic,57.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,110.8,6840.95,0.0,0.0,Stayed,Client currently in the company,.,0.972,Stayed,https://picsum.photos/150/150?random=356,
2272-QAGFO,Female,75,No,0,Inglewood,90304.0,33.936827,-118.359824,0,14,,Yes,35.07,Yes,Yes,Fiber Optic,10.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.3,1096.25,0.0,0.0,Churned,Dissatisfaction,Service dissatisfaction,0.8018,Churned,https://picsum.photos/150/150?random=994,
2272-UOINI,Female,44,No,0,Rancho Cucamonga,91739.0,34.133809,-117.523724,0,7,Offer E,Yes,3.34,No,Yes,Cable,13.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,78.5,571.05,0.0,0.0,Stayed,Client currently in the company,.,0.5347,Churned,https://picsum.photos/150/150?random=1,
2272-WUSPA,Female,48,Yes,0,Milford,96121.0,40.181279,-120.392967,1,72,,Yes,39.74,Yes,Yes,Fiber Optic,5.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,110.75,7751.7,0.0,0.0,Stayed,Client currently in the company,.,0.7036,Stayed,https://picsum.photos/150/150?random=880,
2273-QCKXA,Male,39,No,0,Culver City,90232.0,34.019323,-118.391902,0,1,,Yes,25.77,No,Yes,Cable,5.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,49.05,49.05,0.0,0.0,Joined,Client currently in the company,.,0.7422,Stayed,https://picsum.photos/150/150?random=523,
2274-XUATA,Male,78,Yes,0,Earp,92242.0,34.137742,-114.36514,8,72,Offer A,No,0.0,No,Yes,Cable,26.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,63.1,4685.55,0.0,0.0,Stayed,Client currently in the company,.,0.9929,Stayed,https://picsum.photos/150/150?random=846,
2275-RBYQS,Female,38,No,0,Sun City,92587.0,33.69887,-117.25071,0,1,Offer E,Yes,49.33,No,Yes,DSL,21.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45.4,45.4,0.0,0.0,Joined,Client currently in the company,.,0.5449,Churned,https://picsum.photos/150/150?random=856,
2276-YDAVZ,Female,63,No,0,San Diego,92129.0,32.961064,-117.134917,0,3,Offer E,Yes,26.52,Yes,Yes,Fiber Optic,10.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.1,270.7,0.0,0.0,Churned,Competitor,Competitor made better offer,0.8647,Churned,https://picsum.photos/150/150?random=813,
2277-AXSDC,Female,46,No,0,El Centro,92243.0,32.770393,-115.60915,0,32,,Yes,43.8,No,No,,0.0,No,,,,,,,,One Year,No,Bank Withdrawal,19.75,624.15,0.0,0.0,Stayed,Client currently in the company,.,0.977,Stayed,https://picsum.photos/150/150?random=351,
2277-BKJKN,Female,70,Yes,0,Camptonville,95922.0,39.432127,-121.099287,6,71,,Yes,22.0,No,Yes,Fiber Optic,27.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,99.2,7213.75,0.0,0.0,Stayed,Client currently in the company,.,0.9737,Stayed,https://picsum.photos/150/150?random=152,
2277-DJJDL,Male,69,Yes,0,La Grange,95329.0,37.666587,-120.411517,5,60,Offer B,Yes,10.4,Yes,Yes,Fiber Optic,5.0,No,No,No,Yes,Yes,Yes,No,No,Two Year,Yes,Bank Withdrawal,99.0,6017.9,0.0,150.0,Stayed,Client currently in the company,.,0.9165,Stayed,https://picsum.photos/150/150?random=782,
2277-VWCNI,Female,65,No,0,Brookdale,95007.0,37.106902,-122.100006,0,4,,Yes,31.13,Yes,Yes,DSL,15.0,No,No,No,No,No,No,No,Yes,Two Year,No,Mailed Check,48.75,179.85,0.0,0.0,Stayed,Client currently in the company,.,0.9419,Stayed,https://picsum.photos/150/150?random=869,
2279-AXJJK,Male,27,Yes,0,Cazadero,95421.0,38.578807,-123.19338,1,52,,Yes,8.94,Yes,Yes,Fiber Optic,85.0,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,95.65,5088.4,11.8,0.0,Stayed,Client currently in the company,.,0.548,Churned,https://picsum.photos/150/150?random=702,
2282-YGNOR,Female,42,No,0,Monterey Park,91754.0,34.050322,-118.147037,0,29,,Yes,14.46,No,Yes,DSL,25.0,Yes,No,Yes,Yes,No,No,No,Yes,One Year,No,Credit Card,58.0,1734.5,0.0,0.0,Stayed,Client currently in the company,.,0.9544,Stayed,https://picsum.photos/150/150?random=730,
2284-VFLKH,Male,23,Yes,0,Clipper Mills,95930.0,39.562239,-121.14836,4,49,Offer B,Yes,33.93,No,Yes,Fiber Optic,27.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,99.25,4920.8,0.0,0.0,Stayed,Client currently in the company,.,0.9031,Stayed,https://picsum.photos/150/150?random=248,
2292-XQWSV,Male,19,Yes,2,Temple City,91780.0,34.101608,-118.055848,3,40,,No,0.0,No,Yes,DSL,26.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,60.3,2448.5,0.0,0.0,Stayed,Client currently in the company,.,0.9663,Stayed,https://picsum.photos/150/150?random=330,
2293-IJWPS,Female,39,Yes,0,Piercy,95587.0,39.955587,-123.681175,5,57,Offer B,Yes,3.72,Yes,Yes,Fiber Optic,11.0,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,100.75,5985.0,0.0,0.0,Stayed,Client currently in the company,.,0.8795,Stayed,https://picsum.photos/150/150?random=334,
2294-DMMUS,Female,25,Yes,3,Patterson,95363.0,37.410236,-121.320337,9,62,,Yes,36.54,Yes,Yes,DSL,41.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,70.45,4300.45,0.0,0.0,Stayed,Client currently in the company,.,0.9819,Stayed,https://picsum.photos/150/150?random=91,
2294-SALNE,Male,51,Yes,0,Chula Vista,91910.0,32.636792,-117.054989,2,23,Offer D,Yes,16.63,No,Yes,Fiber Optic,22.0,No,Yes,Yes,Yes,No,No,No,No,One Year,No,Credit Card,86.8,1940.8,0.0,90.0,Stayed,Client currently in the company,.,0.9582,Stayed,https://picsum.photos/150/150?random=911,
2296-DKZFP,Female,25,Yes,0,San Francisco,94118.0,37.781304,-122.461522,1,65,Offer B,Yes,1.29,No,Yes,DSL,51.0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,71.0,4386.2,0.0,0.0,Stayed,Client currently in the company,.,0.9194,Stayed,https://picsum.photos/150/150?random=97,
2300-RQGOI,Female,33,No,0,Needles,92363.0,34.711224,-114.702256,0,38,Offer C,Yes,41.63,No,No,,0.0,No,,,,,,,,Two Year,No,Credit Card,20.05,741.5,0.0,0.0,Stayed,Client currently in the company,.,0.9872,Stayed,https://picsum.photos/150/150?random=235,
2302-ANTDP,Female,76,Yes,0,Hat Creek,96040.0,40.789799,-121.474529,9,48,,Yes,43.04,Yes,Yes,Fiber Optic,5.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,117.45,5438.9,0.0,0.0,Churned,Competitor,Competitor offered more data,0.5384,Stayed,https://picsum.photos/150/150?random=608,
2302-OUZXB,Male,62,Yes,0,Ventura,93001.0,34.360261,-119.306383,5,72,Offer A,Yes,22.01,Yes,Yes,DSL,5.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,82.15,5784.3,0.0,0.0,Stayed,Client currently in the company,.,0.9753,Stayed,https://picsum.photos/150/150?random=7,
2303-PJYHN,Female,27,Yes,0,Los Angeles,90015.0,34.039224,-118.266293,8,2,Offer E,Yes,36.05,No,No,,0.0,No,,,,,,,,Month-to-Month,No,Bank Withdrawal,19.85,52.0,0.0,0.0,Joined,Client currently in the company,.,0.9299,Stayed,https://picsum.photos/150/150?random=185,
2305-MRGLV,Male,31,Yes,0,Klamath River,96050.0,41.816595,-122.948287,10,28,,Yes,21.91,No,Yes,Fiber Optic,5.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,76.55,2065.4,0.0,0.0,Stayed,Client currently in the company,.,0.9397,Stayed,https://picsum.photos/150/150?random=715,
2307-FYNNL,Male,67,No,0,La Mirada,90638.0,33.902045,-118.008961,0,65,,Yes,4.4,Yes,Yes,Fiber Optic,10.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.05,7108.2,34.67,0.0,Stayed,Client currently in the company,.,0.9227,Stayed,https://picsum.photos/150/150?random=736,
2308-STERM,Female,58,No,0,Armona,93202.0,36.315979,-119.710852,0,2,,Yes,6.65,No,No,,0.0,No,,,,,,,,Month-to-Month,No,Credit Card,19.4,61.05,0.0,0.0,Joined,Client currently in the company,.,0.8766,Stayed,https://picsum.photos/150/150?random=480,
2309-OSFEU,Male,42,No,0,Smith River,95567.0,41.950683,-124.097094,0,10,,No,0.0,No,Yes,DSL,30.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,33.9,298.45,0.0,0.0,Churned,Attitude,Attitude of support person,0.6327,Stayed,https://picsum.photos/150/150?random=654,
2311-QYMUQ,Female,41,Yes,0,San Joaquin,93660.0,36.600193,-120.153393,1,16,,Yes,31.73,No,Yes,Fiber Optic,25.0,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,89.45,1430.25,0.0,0.0,Churned,Attitude,Attitude of support person,0.7377,Churned,https://picsum.photos/150/150?random=585,
2314-TNDJQ,Female,28,Yes,3,Oceanside,92056.0,33.194742,-117.29032,1,72,Offer A,No,0.0,No,Yes,Cable,59.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,55.65,3880.05,0.0,0.0,Stayed,Client currently in the company,.,0.9797,Stayed,https://picsum.photos/150/150?random=263,
2316-ESMLS,Female,54,Yes,0,Fresno,93726.0,36.793601,-119.761131,7,12,,No,0.0,No,Yes,DSL,27.0,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Credit Card,33.15,444.75,0.0,0.0,Stayed,Client currently in the company,.,0.9845,Stayed,https://picsum.photos/150/150?random=182,
